"Date","ATP","Tournament","Round","Surface","Court","Winner","Loser","B365W","B365L","TTT_Pct_W","TTT_Pct_L","pred","ttt_correct","bookie_pred","bookie_correct","bet365_right_ttt_wrong","ATPk"
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Fonseca J.","Michelsen A.",1.57,2.38,7.77,92.23,"Michelsen A.",FALSE,"Fonseca J.",TRUE,TRUE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Carballes Baena R.","Koepfer D.",1.53,2.5,53.06,46.94,"Carballes Baena R.",TRUE,"Carballes Baena R.",TRUE,FALSE,28
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Zhang Zh.","Galan D.E.",1.91,1.91,99.92,0.08,"Zhang Zh.",TRUE,NA,FALSE,FALSE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Hanfmann Y.","Mensik J.",2.3,1.62,11.64,88.36,"Mensik J.",FALSE,"Mensik J.",FALSE,FALSE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Nishioka Y.","Ofner S.",2.1,1.73,44.6,55.4,"Ofner S.",FALSE,"Ofner S.",FALSE,FALSE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Borges N.","Martinez P.",1.91,1.91,48.12,51.88,"Martinez P.",FALSE,NA,FALSE,FALSE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Darderi L.","Shapovalov D.",1.67,2.2,19.51,80.49,"Shapovalov D.",FALSE,"Darderi L.",TRUE,TRUE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Kotov P.","Michelsen A.",1.44,2.75,45.61,54.39,"Michelsen A.",FALSE,"Kotov P.",TRUE,TRUE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Cobolli F.","Marterer M.",1.4,3,30.43,69.57,"Marterer M.",FALSE,"Cobolli F.",TRUE,TRUE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Monteiro T.","Monfils G.",1.67,2.2,0.71,99.29,"Monfils G.",FALSE,"Monteiro T.",TRUE,TRUE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Shevchenko A.","Marozsan F.",2.75,1.44,15.68,84.32,"Marozsan F.",FALSE,"Marozsan F.",FALSE,FALSE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Atmane T.","Eubanks C.",1.5,2.63,19.58,80.42,"Eubanks C.",FALSE,"Atmane T.",TRUE,TRUE,29
2024-05-08,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Vukic A.","Schwartzman D.",2.38,1.57,43.18,56.82,"Schwartzman D.",FALSE,"Schwartzman D.",FALSE,FALSE,29
2024-05-09,29,"Internazionali BNL d'Italia","1st Round","Clay","Outdoor","Koepfer D.","Vavassori A.",1.67,2.2,17.81,82.19,"Vavassori A.",FALSE,"Koepfer D.",TRUE,TRUE,29
