ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k
39,London,Wimbledon,2024-07-14,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Djokovic N.,3,2,8130,8360,6,2,6,2,7,6,NA,NA,NA,NA,3,0,Completed,1.8,2.1,1.81,2.12,1.82,2.2,1.76,2.09,29,4.20976907647077,0.2815479557084786,4.844001925841541,0.3512047298075741,0.8505,0.66825,4.20976907647077,4.844001925841541,0.2815479557084786,0.3512047298075741,0.07941614548639955,0.08783728456112719,1,Djokovic N.,FALSE,Djokovic N.,FALSE,0.5384615384615385,Alcaraz C.,TRUE,0.9205838545136005,0,0.9121627154388728,0,0.5384615384615385,1,-0.6034242830844191,39
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Safiullin R.,54,67,906,785,5,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.6,2.3,34,1.7594076310649136,0.27181660797736995,1.988086801691773,0.2664068550778759,0,0,1.7594076310649136,1.988086801691773,0.27181660797736995,0.2664068550778759,0.27397410612256295,0.27397410612256295,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.586734693877551,Carballes Baena R.,TRUE,0.7260258938774371,0,0.7260258938774371,0,0.586734693877551,1,-0.6387733576595516,40
41,Gstaad,Suisse Open Gstaad,2024-07-17,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Van De Zandschulp B.,32,87,1295,687,6,2,2,6,6,3,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.61,1.56,2.75,1.5,2.53,25,2.122654737757633,0.26106203256972094,2.1010152464476146,0.26197060363281227,0,0.40499999999999997,2.122654737757633,2.1010152464476146,0.26106203256972094,0.26197060363281227,0.5233289356532926,0.4572039307854903,1,Etcheverry T.,TRUE,Van De Zandschulp B.,FALSE,0.6368038740920097,Etcheverry T.,TRUE,0.5233289356532926,1,0.5427960692145097,0,0.6368038740920097,1,-0.6542906242777846,41
41,Gstaad,Suisse Open Gstaad,2024-07-19,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Auger-Aliassime F.,82,18,715,2075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.65,2.4,1.65,2.41,1.61,2.28,26,2.2755736106142455,0.3836588584814059,2.3742575475715086,0.28017521009643376,0.824175,0.47250000000000003,2.2755736106142455,2.3742575475715086,0.3836588584814059,0.28017521009643376,0.4177219678175467,0.4745135242071594,1,Auger-Aliassime F.,FALSE,Auger-Aliassime F.,FALSE,0.6025316455696202,Berrettini M.,TRUE,0.5822780321824532,0,0.5254864757928406,0,0.6025316455696202,1,-0.6542906242777846,41
42,Hamburg,European Open,2024-07-17,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Lajovic D.,19,55,2020,871,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.4,3,1.38,3.31,1.4,3.31,1.37,3.01,30,2.0136155206839916,0.25929352593835586,2.2776562794363056,0.2713407675074599,0.3825,0.675,2.0136155206839916,2.2776562794363056,0.25929352593835586,0.2713407675074599,0.2408647087951593,0.2071519083304426,1,Lajovic D.,FALSE,Lajovic D.,FALSE,0.6818181818181818,Baez S.,TRUE,0.7591352912048407,0,0.7928480916695574,0,0.6818181818181818,1,-0.6640500912444832,42
42,Hamburg,European Open,2024-07-19,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Darderi L.,19,35,2020,1256,2,6,6,4,6,4,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.58,2.55,1.67,2.55,1.58,2.37,28,2.0136155206839916,0.25929352593835586,2.4815460035236705,0.5016107709902895,0.917325,0.909225,2.0136155206839916,2.4815460035236705,0.25929352593835586,0.5016107709902895,0.20364077942574946,0.20451445746126487,1,Darderi L.,FALSE,Darderi L.,FALSE,0.6025316455696202,Baez S.,TRUE,0.7963592205742506,0,0.7954855425387352,0,0.6025316455696202,1,-0.6640500912444832,42
44,Atlanta,Atlanta Open,2024-07-24,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,O Connell C.,66,93,795,653,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.62,2.25,30,1.391557562364527,0.3084808433599965,1.824120559495077,0.2830242894621207,0,0,1.391557562364527,1.824120559495077,0.3084808433599965,0.2830242894621207,0.1507442338201741,0.1507442338201741,1,O Connell C.,FALSE,O Connell C.,FALSE,0.586734693877551,Purcell M.,TRUE,0.8492557661798259,0,0.8492557661798259,0,0.586734693877551,1,-0.6655861773243942,44
45,Kitzbuhel,Generali Open,2024-07-23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,77,73,737,747,2,6,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.68,2.3,1.74,2.3,1.69,2.14,23,0.9628996016879968,0.4752202868785678,1.182173214348941,0.3621461524806673,0,0,0.9628996016879968,1.182173214348941,0.4752202868785678,0.3621461524806673,0.35681082119704893,0.35681082119704893,1,Coria F.,FALSE,Coria F.,FALSE,0.5483028720626633,Diaz Acosta F.,TRUE,0.6431891788029511,0,0.6431891788029511,0,0.5483028720626633,1,-0.6367694714358605,45
45,Kitzbuhel,Generali Open,2024-07-24,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Nagal S.,45,80,1138,729,7,5,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.64,2.42,1.67,2.42,1.61,2.3,24,1.2635029794425026,0.4025655933532813,1.4609144235286815,0.6051979069950804,0.29524500000000004,0.6075,1.2635029794425026,1.4609144235286815,0.4025655933532813,0.6051979069950804,0.3929665864630564,0.3466734746733325,1,Nagal S.,FALSE,Nagal S.,FALSE,0.586734693877551,Martinez P.,TRUE,0.6070334135369436,0,0.6533265253266676,0,0.586734693877551,1,-0.6367694714358605,45
45,Kitzbuhel,Generali Open,2024-07-25,ATP250,Outdoor,Clay,Quarterfinals,3,Diaz Acosta F.,Martinez P.,77,45,737,1138,6,7,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.77,2.18,1.77,2.2,1.73,2.08,32,0.9628996016879968,0.4752202868785678,1.2635029794425026,0.4025655933532813,1.0732500000000003,0.54,0.9628996016879968,1.2635029794425026,0.4752202868785678,0.4025655933532813,0.31467001905970815,0.3920225105309424,1,Martinez P.,FALSE,Martinez P.,FALSE,0.5684754521963824,Diaz Acosta F.,TRUE,0.6853299809402918,0,0.6079774894690576,0,0.5684754521963824,1,-0.6367694714358605,45
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,33,2.123002072077627,0.32896150840743354,2.135119726922041,0.28254358578779776,0,0.42646500000000004,2.123002072077627,2.135119726922041,0.32896150840743354,0.28254358578779776,0.4888534764161468,0.4176145452046627,1,Shevchenko A.,FALSE,Shevchenko A.,FALSE,0.6025316455696202,Marozsan F.,TRUE,0.5111465235838533,0,0.5823854547953373,0,0.6025316455696202,1,-0.6752727020307994,46
47,Washington,Citi Open,2024-07-30,ATP500,Outdoor,Hard,2nd Round,3,Nakashima B.,O Connell C.,54,94,915,653,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.38,3.35,1.42,3.35,1.38,3.01,16,1.6794726204813857,0.29464350403353884,1.762762794804611,0.28102518941198096,0,0.5175,1.6794726204813857,1.762762794804611,0.29464350403353884,0.28102518941198096,0.41895906754112866,0.3373058728280544,1,O Connell C.,FALSE,O Connell C.,FALSE,0.6818181818181818,Nakashima B.,TRUE,0.5810409324588713,0,0.6626941271719455,0,0.6818181818181818,1,-0.6729959460656367,47
47,Washington,Citi Open,2024-07-31,ATP500,Outdoor,Hard,2nd Round,3,Kovacevic A.,Carballes Baena R.,82,53,718,920,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.57,2.58,1.67,2.58,1.6,2.33,26,1.099188549843232,0.40197060161996817,1.834923268767724,0.2669966974549563,0.63,0,1.099188549843232,1.834923268767724,0.40197060161996817,0.2669966974549563,0.06367471734345137,0.09413265105036418,1,Carballes Baena R.,FALSE,Carballes Baena R.,FALSE,0.5684754521963824,Kovacevic A.,TRUE,0.9363252826565487,0,0.9058673489496358,0,0.5684754521963824,1,-0.6729959460656367,47
47,Washington,Citi Open,2024-08-01,ATP500,Outdoor,Hard,3rd Round,3,Thompson J.,Mpetshi G.,33,49,1331,1002,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.81,2.11,1.81,2.11,1.78,2.02,22,2.004727299605301,0.2751533181950732,2.1072728620420373,0.583493692069734,0.5084775,0.5850000000000001,2.004727299605301,2.1072728620420373,0.2751533181950732,0.583493692069734,0.4368514311507619,0.42422581432977546,1,Mpetshi G.,FALSE,Mpetshi G.,FALSE,0.5483028720626633,Thompson J.,TRUE,0.5631485688492381,0,0.5757741856702245,0,0.5483028720626633,1,-0.6729959460656367,47
47,Washington,Citi Open,2024-08-04,ATP500,Outdoor,Hard,Semifinals,3,Korda S.,Tiafoe F.,22,29,1795,1405,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.63,2.44,1.64,2.44,1.59,2.32,20,2.7308196678224483,0.28157266030090305,2.71275034045125,0.27481809342187474,0.9112500000000001,1.1007000000000002,2.7308196678224483,2.71275034045125,0.28157266030090305,0.27481809342187474,0.5183148137884134,0.486451558471766,1,Korda S.,TRUE,Tiafoe F.,FALSE,0.6025316455696202,Korda S.,TRUE,0.5183148137884134,1,0.513548441528234,0,0.6025316455696202,1,-0.6729959460656367,47
48,Montreal,Canadian Open,2024-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Jarry N.,38,24,1255,1710,7,6,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.77,2.15,1.8,2.25,1.74,2.1,34,2.0926022477017145,0.26059970643059216,2.595933947169581,0.2687527255090597,0,0,2.0926022477017145,2.595933947169581,0.26059970643059216,0.2687527255090597,0.08938734754034833,0.08938734754034836,1,Jarry N.,FALSE,Jarry N.,FALSE,0.5483028720626633,Etcheverry T.,TRUE,0.9106126524596516,0,0.9106126524596516,0,0.5483028720626633,1,-0.6095166001407251,48
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,15,23,2360,1770,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.35,1.62,2.27,16,2.4258141391966244,0.262484231040374,2.620408986382905,0.28702575488187676,0,0,2.4258141391966244,2.620408986382905,0.262484231040374,0.28702575488187676,0.3084288632010567,0.3084288632010567,1,Fils A.,FALSE,Fils A.,FALSE,0.586734693877551,Humbert U.,TRUE,0.6915711367989432,0,0.6915711367989432,0,0.586734693877551,1,-0.6095166001407251,48
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Mannarino A.,65,31,786,1340,6,4,2,6,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.57,1.56,2.63,1.52,2.53,28,1.3753084542222007,0.2949401773328414,2.428190836905169,0.25295293735523006,0,0,1.3753084542222007,2.428190836905169,0.2949401773328414,0.25295293735523006,0.0033668069514887168,0.003366806951488718,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.6368038740920097,Rinderknech A.,TRUE,0.9966331930485113,0,0.9966331930485113,0,0.6368038740920097,1,-0.6095166001407251,48
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Monfils G.,81,34,697,1315,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.05,1.84,2.12,1.78,2.04,18,2.186060965688434,0.309118855641738,2.554818999253795,0.30871197957626617,0,0,2.186060965688434,2.554818999253795,0.309118855641738,0.30871197957626617,0.19931061148365797,0.19931061148365797,1,Monfils G.,FALSE,Monfils G.,FALSE,0.5483028720626633,Kokkinakis T.,TRUE,0.800689388516342,0,0.800689388516342,0,0.5483028720626633,1,-0.6095166001407251,48
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Sonego L.,21,57,1918,881,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.59,2.52,1.62,2.52,1.58,2.36,18,1.914736535020324,0.4434464178356498,2.2147571745641685,0.25112611442683724,0.40499999999999997,0.70875,1.914736535020324,2.2147571745641685,0.4434464178356498,0.25112611442683724,0.27802510526112134,0.24242693586785488,1,Sonego L.,FALSE,Sonego L.,FALSE,0.6025316455696202,Tabilo A.,TRUE,0.7219748947388787,0,0.7575730641321451,0,0.6025316455696202,1,-0.6095166001407251,48
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Griekspoor T.,57,41,905,1220,6,1,5,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.89,2,1.9,2,1.82,1.97,27,1.5841382347740498,0.36075835481406426,2.7320311533640305,0.2643498668679509,0,0,1.5841382347740498,2.7320311533640305,0.36075835481406426,0.2643498668679509,0.005135190782863841,0.005135190782863841,1,Griekspoor T.,FALSE,Griekspoor T.,FALSE,0.5263157894736842,Michelsen A.,TRUE,0.9948648092171362,0,0.9948648092171362,0,0.5263157894736842,1,-0.6558176284731935,49
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,Jarry N.,18,25,2250,1710,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.4,3,1.44,3,1.44,3.1,1.41,2.89,36,2.49142352039071,0.26167600782408396,2.545227072057318,0.2675940465538755,0,0,2.49142352039071,2.545227072057318,0.26167600782408396,0.2675940465538755,0.442847163466889,0.44284716346688896,1,Jarry N.,FALSE,Jarry N.,FALSE,0.6818181818181818,Musetti L.,TRUE,0.557152836533111,0,0.5571528365331111,0,0.6818181818181818,1,-0.6558176284731935,49
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Borges N.,Mannarino A.,39,33,1265,1340,6,4,3,6,6,1,NA,NA,NA,NA,2,1,Completed,1.33,3.4,1.38,3.26,1.41,3.4,1.35,3.15,26,1.2760505503820387,0.3284395380537707,2.3692420587828895,0.25214407880508277,0.31164749999999997,0,1.2760505503820387,2.3692420587828895,0.3284395380537707,0.25214407880508277,0.004143470092514352,0.005078309233325354,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.7188160676532769,Borges N.,TRUE,0.9958565299074856,0,0.9949216907666747,0,0.7188160676532769,1,-0.6558176284731935,49
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-15,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Fils A.,49,24,1035,1755,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.08,1.84,2.12,1.77,2.04,25,1.7327373622192683,0.2911558028543016,2.57370672781315,0.2842433954933175,0.7424999999999999,0.3825,1.7327373622192683,2.57370672781315,0.2911558028543016,0.2842433954933175,0.01937736930848167,0.02441147712398888,1,Fils A.,FALSE,Fils A.,FALSE,0.5483028720626633,Nakashima B.,TRUE,0.9806226306915183,0,0.9755885228760112,0,0.5483028720626633,1,-0.6558176284731935,49
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Ruud C.,19,8,2115,3890,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.39,1.68,2.39,1.62,2.28,16,2.3437717000779585,0.27835825685197,2.6274325937845915,0.27119670714102706,0.324,0,2.3437717000779585,2.6274325937845915,0.27835825685197,0.27119670714102706,0.23272406736490986,0.272790979285172,1,Ruud C.,FALSE,Ruud C.,FALSE,0.586734693877551,Auger-Aliassime F.,TRUE,0.7672759326350902,0,0.7272090207148281,0,0.586734693877551,1,-0.6558176284731935,49
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-18,ATP250,Outdoor,Hard,1st Round,3,Cazaux A.,Van De Zandschulp B.,97,73,596,739,6,1,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.99,2,1.86,1.92,20,1.267518129920343,0.5650454227844214,2.1344533157662804,0.26058283519556846,0,0,1.267518129920343,2.1344533157662804,0.5650454227844214,0.26058283519556846,0.08177148944860221,0.08177148944860223,1,Van De Zandschulp B.,FALSE,Van De Zandschulp B.,FALSE,0.5263157894736842,Cazaux A.,TRUE,0.9182285105513978,0,0.9182285105513978,0,0.5263157894736842,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-19,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Munar J.,90,82,635,682,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.09,1.85,2.13,1.76,2.05,31,1.442577014133145,0.3494260130086113,1.667678985694136,0.2787232009814591,0,0,1.442577014133145,1.667678985694136,0.3494260130086113,0.2787232009814591,0.30726637117020195,0.30726637117020195,1,Munar J.,FALSE,Munar J.,FALSE,0.5483028720626633,Goffin D.,TRUE,0.692733628829798,0,0.692733628829798,0,0.5483028720626633,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-20,ATP250,Outdoor,Hard,2nd Round,3,Vukic A.,Mannarino A.,94,42,604,1170,7,6,2,6,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.69,2.29,1.69,2.43,1.61,2.28,28,1.3573452994244652,0.2922801061105592,2.3208858975534254,0.24946140840166336,0.50625,0,1.3573452994244652,2.3208858975534254,0.2922801061105592,0.24946140840166336,0.006079466550664379,0.008317445559157055,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.6025316455696202,Vukic A.,TRUE,0.9939205334493356,0,0.991682554440843,0,0.6025316455696202,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-20,ATP250,Outdoor,Hard,2nd Round,3,Rinderknech A.,O Connell C.,56,86,903,668,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.59,2.5,1.67,2.5,1.6,2.31,19,1.4700618736618052,0.2903183463525482,1.8068435566173096,0.2778428098543962,0,0.495,1.4700618736618052,1.8068435566173096,0.2903183463525482,0.2778428098543962,0.20099192578178599,0.1559359067144618,1,O Connell C.,FALSE,O Connell C.,FALSE,0.5684754521963824,Rinderknech A.,TRUE,0.799008074218214,0,0.8440640932855382,0,0.5684754521963824,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-20,ATP250,Outdoor,Hard,2nd Round,3,Goffin D.,Darderi L.,90,38,635,1291,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.79,2.12,1.8,2.2,1.72,2.08,18,1.442577014133145,0.3494260130086113,2.5289131556421154,0.4601944651134477,0.6975,0,1.442577014133145,2.5289131556421154,0.3494260130086113,0.4601944651134477,0.03005025950815012,0.045676492779626675,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5684754521963824,Goffin D.,TRUE,0.9699497404918499,0,0.9543235072203733,0,0.5684754521963824,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-20,ATP250,Outdoor,Hard,2nd Round,3,Coric B.,Baez S.,87,21,647,2040,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.24,1.75,2.24,1.7,2.13,19,1.8575211015457975,0.29481388220476595,2.0691211219130476,0.25703074230181633,0.36450000000000005,0,1.8575211015457975,2.0691211219130476,0.29481388220476595,0.25703074230181633,0.29425333090282446,0.3435493551890344,1,Baez S.,FALSE,Baez S.,FALSE,0.5483028720626633,Coric B.,TRUE,0.7057466690971755,0,0.6564506448109656,0,0.5483028720626633,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-21,ATP250,Outdoor,Hard,2nd Round,3,Michelsen A.,Fucsovics M.,52,79,960,701,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.24,1.69,2.14,23,1.707118041487898,0.3521653438025038,2.1289412887829453,0.28602474827160657,0,0.45562500000000006,1.707118041487898,2.1289412887829453,0.3521653438025038,0.28602474827160657,0.17624507655070268,0.13870105123963983,1,Fucsovics M.,FALSE,Fucsovics M.,FALSE,0.5483028720626633,Michelsen A.,TRUE,0.8237549234492973,0,0.8612989487603602,0,0.5483028720626633,1,-0.6235899981531186,50
50,Winston-Salem,Winston-Salem Open at Wake Forest University,2024-08-22,ATP250,Outdoor,Hard,Quarterfinals,3,Goffin D.,Hijikata R.,90,65,635,811,6,1,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.44,3.03,1.49,3.03,1.42,2.83,16,1.442577014133145,0.3494260130086113,1.772075878802222,0.3171919126593877,1.334475,1.2582,1.442577014133145,1.772075878802222,0.3494260130086113,0.3171919126593877,0.24252357406755945,0.2513680695422651,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.6818181818181818,Goffin D.,TRUE,0.7574764259324406,0,0.7486319304577349,0,0.6818181818181818,1,-0.6235899981531186,50
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Bublik A.,72,27,754,1650,6,4,3,6,5,7,6,3,6,4,3,2,Completed,1.67,2.2,1.71,2.27,1.74,2.33,1.67,2.2,50,2.0841781547524247,0.3996604624067643,2.219443544210494,0.2753723920111392,0,0,2.0841781547524247,2.219443544210494,0.3996604624067643,0.2753723920111392,0.390237436622608,0.390237436622608,1,Bublik A.,FALSE,Bublik A.,FALSE,0.5684754521963824,Shang J.,TRUE,0.609762563377392,0,0.609762563377392,0,0.5684754521963824,1,-0.6289466461470077,51
51,New York,US Open,2024-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Darderi L.,23,37,1800,1291,6,4,6,7,6,0,7,6,NA,NA,3,1,Completed,1.73,2.1,1.71,2.27,1.74,2.27,1.7,2.17,42,2.0677626299493057,0.25707105521724277,2.5314251539031707,0.46027943268856936,0,0,2.0677626299493057,2.5314251539031707,0.25707105521724277,0.46027943268856936,0.18957141208564024,0.18957141208564024,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5483028720626633,Baez S.,TRUE,0.8104285879143598,0,0.8104285879143598,0,0.5483028720626633,1,-0.6289466461470077,51
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Fognini F.,39,71,1224,759,7,5,6,1,6,3,NA,NA,NA,NA,3,0,Completed,1.2,4.5,1.24,4.54,1.26,4.54,1.23,4.24,28,2.1533462820117815,0.38367165742288295,2.2338012822932933,0.3660095191699499,0,0,2.1533462820117815,2.2338012822932933,0.38367165742288295,0.3660095191699499,0.43970001895091065,0.43970001895091065,1,Fognini F.,FALSE,Fognini F.,FALSE,0.7894736842105263,Machac T.,TRUE,0.5602999810490894,0,0.5602999810490894,0,0.7894736842105263,1,-0.6289466461470077,51
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Bergs Z.,Kotov P.,80,60,697,864,6,2,4,6,6,2,3,6,7,6,3,2,Completed,1.8,2,1.75,2.21,1.8,2.21,1.75,2.09,48,1.1931929247352902,0.4872269705528315,2.0453625665295374,0.3014732768187297,0,0,1.1931929247352902,2.0453625665295374,0.4872269705528315,0.3014732768187297,0.06846429674116945,0.06846429674116947,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5263157894736842,Bergs Z.,TRUE,0.9315357032588305,0,0.9315357032588305,0,0.5263157894736842,1,-0.6289466461470077,51
51,New York,US Open,2024-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Cerundolo F.,33,29,1335,1495,6,3,4,6,6,4,1,6,6,3,3,2,Completed,1.8,2,1.74,2.23,1.8,2.23,1.75,2.06,45,2.1843118318338735,0.2574119439200948,2.3813465375162877,0.2553266456077572,0.5467500000000001,0.8100000000000002,2.1843118318338735,2.3813465375162877,0.2574119439200948,0.2553266456077572,0.293410633469602,0.2602928958174463,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.5263157894736842,Etcheverry T.,TRUE,0.7065893665303979,0,0.7397071041825537,0,0.5263157894736842,1,-0.6289466461470077,51
51,New York,US Open,2024-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Mannarino A.,78,42,725,1170,6,7,6,3,6,2,7,6,NA,NA,3,1,Completed,1.36,3.2,1.38,3.35,1.39,3.43,1.35,3.23,43,1.5199842025588994,0.34296262041254144,2.3217642456894265,0.24938614371096343,0.648,0.58725,1.5199842025588994,2.3217642456894265,0.34296262041254144,0.24938614371096343,0.02932712046394246,0.03043458522456968,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.7017543859649122,Goffin D.,TRUE,0.9706728795360575,0,0.9695654147754303,0,0.7017543859649122,1,-0.6289466461470077,51
51,New York,US Open,2024-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Nakashima B.,Musetti L.,50,18,1105,2255,6,2,3,6,6,3,7,6,NA,NA,3,1,Completed,1.62,2.3,1.69,2.3,1.69,2.38,1.63,2.29,39,1.8179166357610927,0.2868874427548574,2.5355415943210105,0.26206366258687924,0.9770625,1.6319475,1.8179166357610927,2.5355415943210105,0.2868874427548574,0.26206366258687924,0.03238331404823009,0.021687768079117875,1,Musetti L.,FALSE,Musetti L.,FALSE,0.586734693877551,Nakashima B.,TRUE,0.9676166859517699,0,0.9783122319208821,0,0.586734693877551,1,-0.6289466461470077,51
51,New York,US Open,2024-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Borges N.,Mensik J.,34,65,1325,812,6,7,6,1,3,6,7,6,6,0,3,2,Completed,1.57,2.38,1.63,2.44,1.63,2.44,1.59,2.36,48,1.3816882297649655,0.320649227878732,2.535997684864565,0.518129330448284,1.0985625,1.5402150000000003,1.3816882297649655,2.535997684864565,0.320649227878732,0.518129330448284,0.02908500200066578,0.022187429064583472,1,Mensik J.,FALSE,Mensik J.,FALSE,0.6025316455696202,Borges N.,TRUE,0.9709149979993342,0,0.9778125709354165,0,0.6025316455696202,1,-0.6289466461470077,51
